,kepid,kepoi_name,kepler_name,koi_disposition,koi_score (1 = planet),orbital_period (days),planet_radius(to_Earth),planet_star_dist (AU),planet_canidates,num_accecpted_koi,sun_radius (solar_radii),sun_mass (solar_mass)
306,9388479,K00936.02,Kepler-732 c,CONFIRMED,0.7040000000000001,0.8930409690000001,1.24,6.394,2,2.0,0.458,0.491
307,11359879,K00128.01,Kepler-15 b,CONFIRMED,0.996,4.942783419,10.62,10.97,1,1.0,0.978,1.003
308,9406990,K00937.01,Kepler-733 b,CONFIRMED,1.0,20.83426731,2.74,39.2,1,1.0,0.88,0.999
309,9415172,K00938.01,Kepler-255 c,CONFIRMED,1.0,9.94602357,3.12,23.07,3,1.0,1.013,0.867
310,9415172,K00938.02,Kepler-255 d,CONFIRMED,0.998,1.04562195,1.45,4.307,3,2.0,1.013,0.867
311,9415172,K00938.03,Kepler-255 b,CONFIRMED,0.949,5.71462396,1.78,16.51,3,3.0,1.013,0.867
313,3231341,K01102.02,Kepler-24 b,CONFIRMED,1.0,8.14515981,3.43,4.37,4,2.0,1.24,0.884
314,3231341,K01102.03,Kepler-24 e,CONFIRMED,1.0,18.9985279,43.17,7.28,4,3.0,1.24,0.884
315,3231341,K01102.04,Kepler-24 d,CONFIRMED,0.999,4.24439049,2.07,3.69,4,5.0,1.24,0.884
317,7626506,K00150.02,Kepler-112 c,CONFIRMED,1.0,28.5742692,2.32,45.22,2,2.0,0.812,0.7759999999999999
333,8559644,K00139.01,Kepler-111 c,CONFIRMED,1.0,224.7789355,7.67,127.6,2,1.0,1.235,1.092
336,3240158,K01106.01,Kepler-769 b,CONFIRMED,1.0,7.42608123,2.47,15.83,3,1.0,1.176,1.14
337,3240158,K01106.02,Kepler-769 c,CONFIRMED,0.989,15.9868932,1.62,25.3,3,2.0,1.176,1.14
339,3218908,K01108.01,Kepler-770 b,CONFIRMED,1.0,18.92537246,13.92,23.1,3,1.0,4.885,1.808
343,10350571,K01175.01,Kepler-784 b,CONFIRMED,0.994,31.5925809,1.78,17.28,3,2.0,1.487,1.016
345,3749365,K01176.01,Kepler-785 b,CONFIRMED,0.998,1.97376085,8.78,9.2,1,1.0,0.503,0.534
350,3632418,K00975.01,Kepler-21 b,CONFIRMED,1.0,2.7858212360000003,1.69,2.95,1,1.0,1.733,1.162
354,5809890,K01050.01,Kepler-755 b,CONFIRMED,1.0,1.269091415,1.41,6.19,2,1.0,0.7659999999999999,0.807
355,5809890,K01050.02,Kepler-755 c,CONFIRMED,1.0,2.853133997,1.36,11.02,2,2.0,0.7659999999999999,0.807
358,3218908,K01108.02,Kepler-770 c,CONFIRMED,0.993,1.475323222,5.88,4.913,3,3.0,4.885,1.808
359,3218908,K01108.03,Kepler-770 d,CONFIRMED,1.0,4.15246118,7.62,9.74,3,4.0,4.885,1.808
361,2837111,K01110.01,Kepler-771 b,CONFIRMED,0.995,8.734885199999999,1.59,14.36,2,1.0,0.96,1.047
376,5956342,K01052.01,Kepler-265 c,CONFIRMED,1.0,17.02902786,2.54,28.06,4,1.0,1.067,0.8809999999999999
377,5956342,K01052.02,Kepler-265 b,CONFIRMED,0.945,6.84619236,1.67,15.0,4,2.0,1.067,0.8809999999999999
378,5956342,K01052.03,Kepler-265 e,CONFIRMED,0.765,67.83216379999999,2.39,71.85,4,3.0,1.067,0.8809999999999999
379,5956342,K01052.04,Kepler-265 d,CONFIRMED,0.815,43.13121470000001,2.39,79.3,4,4.0,1.067,0.8809999999999999
380,5956656,K01053.01,Kepler-756 b,CONFIRMED,0.999,1.224866441,1.54,5.358,2,1.0,1.107,0.933
382,2854914,K01113.01,Kepler-268 b,CONFIRMED,1.0,25.93406406,2.48,43.73,2,1.0,1.225,1.0590000000000002
383,2854914,K01113.02,Kepler-268 c,CONFIRMED,0.912,83.4463485,2.73,99.38,2,2.0,1.225,1.0590000000000002
385,3116412,K01115.01,Kepler-772 b,CONFIRMED,0.989,12.99204853,2.03,16.683,1,1.0,1.242,0.968
391,8394721,K00152.01,Kepler-79 d,CONFIRMED,0.994,52.09081627,7.14,48.249,4,1.0,1.324,1.101
395,2854698,K00986.01,Kepler-260 b,CONFIRMED,1.0,8.18739443,1.92,19.48,2,1.0,0.8490000000000001,0.821
396,2854698,K00986.02,Kepler-260 c,CONFIRMED,0.8809999999999999,76.04981629999997,1.75,82.69,2,2.0,0.8490000000000001,0.821
397,8559644,K00139.02,Kepler-111 b,CONFIRMED,1.0,3.341799486,1.67,8.04,2,2.0,1.235,1.092
403,2849805,K01116.01,Kepler-773 b,CONFIRMED,1.0,3.749105745,1.68,5.56,1,1.0,0.983,0.987
404,3114811,K01117.01,Kepler-774 b,CONFIRMED,1.0,11.08956602,3.51,13.634,1,1.0,2.867,1.497
408,3554031,K01194.01,Kepler-415 c,CONFIRMED,1.0,8.70798309,2.01,27.56,3,1.0,0.5539999999999999,0.59
410,3554031,K01194.03,Kepler-415 b,CONFIRMED,0.999,4.17634276,1.23,13.82,3,2.0,0.5539999999999999,0.59
411,8394721,K00152.02,Kepler-79 c,CONFIRMED,1.0,27.40229859,3.63,31.329,4,3.0,1.324,1.101
412,7295235,K00987.01,Kepler-743 b,CONFIRMED,1.0,3.1792672860000004,1.21,23.67,1,1.0,0.857,0.96
413,2302548,K00988.01,Kepler-261 b,CONFIRMED,1.0,10.38122447,2.18,28.48,2,1.0,0.78,0.816
414,2302548,K00988.02,Kepler-261 c,CONFIRMED,1.0,24.5709023,2.82,21.8,2,2.0,0.78,0.816
417,9818381,K00135.01,Kepler-43 b,CONFIRMED,1.0,3.024092505,12.14,8.238,1,1.0,1.358,1.227
419,6060203,K01059.01,Kepler-757 b,CONFIRMED,1.0,1.022678654,1.14,5.785,1,1.0,1.02,0.875
420,5880320,K01060.01,Kepler-758 b,CONFIRMED,1.0,12.10968709,2.98,6.34,4,1.0,1.4580000000000002,0.96
421,5880320,K01060.02,Kepler-758 c,CONFIRMED,0.758,4.75796103,1.7,6.27,4,2.0,1.4580000000000002,0.96
422,5880320,K01060.03,Kepler-758 d,CONFIRMED,1.0,20.4972755,2.96,6.0,4,3.0,1.4580000000000002,0.96
429,3859079,K01199.01,Kepler-786 b,CONFIRMED,1.0,53.529270200000006,2.28,70.0,1,1.0,0.708,0.7909999999999999
432,3444588,K01202.01,Kepler-787 b,CONFIRMED,0.99,0.928310036,1.16,6.0,1,1.0,0.602,0.621
433,8394721,K00152.03,Kepler-79 b,CONFIRMED,1.0,13.48457668,3.39,21.01,4,2.0,1.324,1.101
434,3962243,K01203.01,Kepler-276 c,CONFIRMED,0.999,31.8841473,3.7,17.44,3,1.0,0.974,1.037
437,10154388,K00991.01,Kepler-744 b,CONFIRMED,0.999,12.06222962,1.62,42.0,1,1.0,0.933,0.897
438,1432789,K00992.01,Kepler-745 b,CONFIRMED,0.848,9.93146307,2.41,13.607,2,1.0,1.22,1.035
439,1718189,K00993.01,Kepler-262 c,CONFIRMED,1.0,21.85362905,1.75,37.0,3,1.0,0.8759999999999999,0.97
440,5880320,K01060.04,Kepler-758 e,CONFIRMED,0.884,8.19345065,1.74,7.21,4,4.0,1.4580000000000002,0.96
442,6037187,K01061.01,Kepler-759 b,CONFIRMED,1.0,41.8059544,2.02,53.71,1,1.0,0.973,0.961
447,5735762,K00148.01,Kepler-48 b,CONFIRMED,1.0,4.77800306,1.85,13.6091,3,2.0,0.873,0.856
450,6359320,K01127.01,Kepler-269 b,CONFIRMED,1.0,5.32667299,2.26,12.225,3,1.0,0.921,1.016
457,1718189,K00993.02,Kepler-262 b,CONFIRMED,1.0,13.0607936,1.45,22.29,3,2.0,0.8759999999999999,0.97
467,8222813,K01069.01,Kepler-760 b,CONFIRMED,1.0,8.70420525,2.86,20.4,2,1.0,0.863,0.809
468,6359320,K01127.02,Kepler-269 c,CONFIRMED,1.0,8.1280933,1.39,15.82,3,2.0,0.921,1.016
470,6362874,K01128.01,Kepler-775 b,CONFIRMED,1.0,0.974868896,1.16,4.664,1,1.0,0.8320000000000001,0.924
471,6272413,K01129.01,Kepler-776 b,CONFIRMED,1.0,4.89721006,1.48,15.97,1,1.0,0.847,0.794
476,3447722,K01198.01,Kepler-275 c,CONFIRMED,0.986,16.08832318,3.42,17.02,4,1.0,1.33,1.08
477,3447722,K01198.02,Kepler-275 b,CONFIRMED,0.994,10.30067919,2.2,16.36,4,3.0,1.33,1.08
478,3447722,K01198.03,Kepler-275 d,CONFIRMED,0.998,35.6757453,3.02,30.2,4,2.0,1.33,1.08
481,2165002,K00999.01,Kepler-263 b,CONFIRMED,1.0,16.56806842,2.54,30.26,2,1.0,0.716,0.7490000000000001
482,2165002,K00999.02,Kepler-263 c,CONFIRMED,1.0,47.3329299,2.18,124.6,2,2.0,0.716,0.7490000000000001
484,1871056,K01001.01,Kepler-264 b,CONFIRMED,0.976,40.8065333,3.71,24.123,2,1.0,2.097,1.472
485,8222813,K01069.02,Kepler-760 c,CONFIRMED,1.0,2.46697039,1.56,9.71,2,2.0,0.863,0.809
487,8240904,K01070.01,Kepler-266 b,CONFIRMED,1.0,6.61836309,2.98,14.024,3,1.0,1.294,0.947
488,8240904,K01070.02,Kepler-266 c,CONFIRMED,1.0,107.7214092,4.75,105.77,3,2.0,1.294,0.947
491,5735762,K00148.02,Kepler-48 c,CONFIRMED,1.0,9.673958488,2.63,22.85,3,1.0,0.873,0.856
496,3962243,K01203.02,Kepler-276 b,CONFIRMED,0.985,14.12847677,2.73,18.4,3,2.0,0.974,1.037
497,3962243,K01203.03,Kepler-276 d,CONFIRMED,0.8290000000000001,48.64785429999999,4.14,22.0,3,3.0,0.974,1.037
498,3438507,K01204.01,Kepler-788 b,CONFIRMED,1.0,8.39842977,2.0,8.54,1,1.0,1.044,1.096
499,3869014,K01205.01,Kepler-789 b,CONFIRMED,1.0,8.63847391,5.99,12.312,1,1.0,3.0460000000000003,1.536
501,1871056,K01001.02,Kepler-264 c,CONFIRMED,0.991,140.10765,3.42,58.7,2,2.0,2.097,1.472
502,1865042,K01002.01,Kepler-746 b,CONFIRMED,0.998,3.4815917,1.17,14.843,1,1.0,1.022,0.902
505,5780460,K01005.01,Kepler-747 b,CONFIRMED,1.0,35.61760233,5.17,34.137,1,1.0,0.779,0.737
507,8229696,K01072.01,Kepler-761 b,CONFIRMED,0.998,10.12805158,1.95,15.21,1,1.0,0.82,0.865
509,10272640,K01074.01,Kepler-762 b,CONFIRMED,1.0,3.770551475,12.05,8.357000000000001,1,1.0,1.075,1.124
515,8346392,K01141.01,Kepler-777 b,CONFIRMED,1.0,5.72812616,1.38,21.55,1,1.0,0.5479999999999999,0.5670000000000001
516,8288947,K01142.01,Kepler-778 b,CONFIRMED,1.0,3.75574267,1.58,12.67,1,1.0,0.7879999999999999,0.884
518,9480189,K00941.01,Kepler-257 c,CONFIRMED,1.0,6.581477136,4.56,16.835,3,1.0,0.973,0.868
519,11974540,K00129.01,Kepler-470 b,CONFIRMED,1.0,24.669192732,77.76,28.773000000000003,2,1.0,9.327,2.736
520,9480189,K00941.02,Kepler-257 b,CONFIRMED,1.0,2.382652873,2.74,7.43,3,3.0,0.973,0.868
521,9480189,K00941.03,Kepler-257 d,CONFIRMED,1.0,24.66461416,5.34,44.9,3,2.0,0.973,0.868
522,9512687,K00942.01,Kepler-735 b,CONFIRMED,1.0,11.51517167,2.9,43.2,1,1.0,0.7979999999999999,0.91
523,8644288,K00137.01,Kepler-18 c,CONFIRMED,1.0,7.641567589,4.91,17.8523,3,2.0,1.055,0.882
525,1725016,K01007.01,Kepler-748 b,CONFIRMED,1.0,7.40742502,2.01,15.698,1,1.0,0.961,1.002
530,5446285,K00142.01,Kepler-88 b,CONFIRMED,,10.916108342000001,3.93,15.95,2,,0.932,1.051
531,10166274,K01078.01,Kepler-267 b,CONFIRMED,1.0,3.353732008,1.65,18.114,3,1.0,0.46,0.467
532,10166274,K01078.02,Kepler-267 c,CONFIRMED,0.99,6.877446032999999,2.05,26.0,3,2.0,0.46,0.467
533,10166274,K01078.03,Kepler-267 d,CONFIRMED,0.992,28.46464804,1.87,84.56,3,3.0,0.46,0.467
535,5735762,K00148.03,Kepler-48 d,CONFIRMED,0.998,42.89645024,2.0,58.81,3,3.0,0.873,0.856
538,8351704,K01146.01,Kepler-779 b,CONFIRMED,1.0,7.09712124,0.74,26.17,1,1.0,0.389,0.4
540,9513865,K00943.01,Kepler-736 b,CONFIRMED,1.0,3.6014653360000004,2.31,12.403,1,1.0,0.855,0.805
542,9605514,K00945.01,Kepler-1666 b,CONFIRMED,1.0,25.8474958,2.4,33.65,3,2.0,1.031,1.084
543,9605514,K00945.02,Kepler-1666 c,CONFIRMED,0.999,40.715561,2.7,46.2,3,1.0,1.031,1.084
548,8125580,K01014.01,Kepler-749 b,CONFIRMED,0.995,17.31711739,2.04,32.7,1,1.0,0.502,0.52
549,8158127,K01015.01,Kepler-750 b,CONFIRMED,1.0,9.42889884,4.39,16.554000000000002,3,1.0,1.86,1.204
554,10141900,K01082.03,Kepler-763 b,CONFIRMED,0.821,1.196548464,1.25,6.98,4,2.0,0.843,0.8
555,8410727,K01148.01,Kepler-270 b,CONFIRMED,1.0,11.47609015,2.07,11.78,2,1.0,1.41,1.156
556,8410727,K01148.02,Kepler-270 c,CONFIRMED,0.998,25.2630467,1.71,21.3,2,2.0,1.41,1.156
558,8278371,K01150.01,Kepler-780 b,CONFIRMED,1.0,0.677374687,0.9,2.8794,1,1.0,1.037,0.974
559,8280511,K01151.01,Kepler-271 b,CONFIRMED,1.0,10.43547031,1.22,23.3,5,1.0,0.853,0.838
560,8280511,K01151.02,Kepler-271 c,CONFIRMED,0.997,7.41084314,0.94,17.6,5,2.0,0.853,0.838
561,9710326,K00947.01,Kepler-737 b,CONFIRMED,1.0,28.59914031,1.83,61.92,1,1.0,0.461,0.47
562,9761882,K00948.01,Kepler-738 b,CONFIRMED,1.0,24.58716355,2.37,37.7,1,1.0,0.7490000000000001,0.831
564,9766437,K00949.01,Kepler-739 b,CONFIRMED,1.0,12.53248222,3.24,18.8,1,1.0,0.904,0.991
566,9775938,K00951.01,Kepler-258 b,CONFIRMED,1.0,13.19720694,4.18,25.31,2,1.0,0.885,0.8270000000000001
567,8644288,K00137.02,Kepler-18 d,CONFIRMED,1.0,14.85890852,5.94,32.86,3,1.0,1.055,0.882
568,8158127,K01015.02,Kepler-750 c,CONFIRMED,0.989,4.08897299,2.36,8.21,3,2.0,1.86,1.204
570,8174625,K01017.01,Kepler-751 b,CONFIRMED,1.0,17.44486016,3.24,16.54,1,1.0,0.966,0.882
573,10157458,K01083.01,Kepler-764 b,CONFIRMED,1.0,7.33685101,1.52,16.07,2,1.0,0.848,0.938
577,10122255,K01086.01,Kepler-765 b,CONFIRMED,1.0,27.6652847,2.21,32.5,1,1.0,1.017,0.939
579,3835670,K00149.01,Kepler-473 b,CONFIRMED,1.0,14.55730897,4.32,14.7277,1,1.0,1.412,1.048
585,9775938,K00951.02,Kepler-258 c,CONFIRMED,0.982,33.6528474,3.05,55.9,2,2.0,0.885,0.8270000000000001
586,9787239,K00952.01,Kepler-32 b,CONFIRMED,1.0,5.90127815,1.94,21.241,5,1.0,0.498,0.509
587,9787239,K00952.02,Kepler-32 c,CONFIRMED,1.0,8.75209691,1.83,29.11,5,3.0,0.498,0.509
588,9787239,K00952.03,Kepler-32 d,CONFIRMED,1.0,22.78078241,2.17,54.84,5,2.0,0.498,0.509
589,9787239,K00952.04,Kepler-32 e,CONFIRMED,0.968,2.8960052110000003,1.23,13.46,5,4.0,0.498,0.509
590,9787239,K00952.05,Kepler-32 f,CONFIRMED,0.996,0.742957911,1.47,8.63,5,5.0,0.498,0.509
593,2716853,K01022.01,Kepler-752 b,CONFIRMED,1.0,18.82744023,2.7,31.72,2,1.0,0.86,0.93
595,2715135,K01024.01,Kepler-753 b,CONFIRMED,1.0,5.747711909,1.86,19.76,1,1.0,0.632,0.637
596,8644288,K00137.03,Kepler-18 b,CONFIRMED,1.0,3.504691252,2.03,9.47,3,3.0,1.055,0.882
598,3247268,K01089.01,Kepler-418 b,CONFIRMED,0.934,86.67856052,9.83,68.23,2,1.0,1.081,0.957
606,10330115,K01160.01,Kepler-781 b,CONFIRMED,1.0,13.21409607,2.77,18.18,1,1.0,0.728,0.813
607,10426656,K01161.01,Kepler-272 c,CONFIRMED,1.0,6.05729966,1.94,12.31,3,1.0,1.004,0.865
608,9820483,K00953.01,Kepler-740 b,CONFIRMED,1.0,3.584101048,4.66,10.4957,1,1.0,0.922,1.021
609,9941662,K00013.01,Kepler-13 b,CONFIRMED,0.875,1.763587535,21.42,4.0378,1,1.0,3.031,2.466
610,7778437,K00131.01,Kepler-471 b,CONFIRMED,1.0,5.014234733,10.63,8.9737,1,1.0,1.307,1.304
611,9823457,K00954.01,Kepler-259 b,CONFIRMED,1.0,8.11528727,3.1,9.22,2,1.0,0.887,0.978
612,9823457,K00954.02,Kepler-259 c,CONFIRMED,1.0,36.9250409,3.01,34.3,2,2.0,0.887,0.978
617,2584163,K01031.01,Kepler-754 b,CONFIRMED,0.885,14.5598556,1.64,20.086,1,1.0,0.966,0.983
618,4180280,K00144.01,Kepler-472 b,CONFIRMED,1.0,4.176254191,3.07,6.57,1,1.0,0.7759999999999999,0.867
620,2721030,K01094.01,Kepler-766 b,CONFIRMED,0.994,6.10027621,2.59,10.081,1,1.0,0.937,1.026
624,7626506,K00150.01,Kepler-112 b,CONFIRMED,1.0,8.408878137,2.28,18.85,2,1.0,0.812,0.7759999999999999
625,10426656,K01161.02,Kepler-272 d,CONFIRMED,0.991,10.93725572,2.41,14.74,3,2.0,1.004,0.865
626,10426656,K01161.03,Kepler-272 b,CONFIRMED,0.961,2.97136658,1.52,7.98,3,3.0,1.004,0.865
627,10528068,K01162.01,Kepler-782 b,CONFIRMED,0.999,158.6850022,3.08,107.88,1,1.0,1.034,0.852
628,10468940,K01163.01,Kepler-273 b,CONFIRMED,1.0,2.936527336,1.92,11.07,2,1.0,1.002,0.867
629,9825625,K00955.01,Kepler-741 b,CONFIRMED,1.0,7.03902016,2.45,14.225,1,1.0,1.058,1.108
630,9875711,K00956.01,Kepler-742 b,CONFIRMED,1.0,8.360870704,3.67,21.6,1,1.0,0.81,0.7859999999999999
642,2853093,K01099.01,Kepler-767 b,CONFIRMED,1.0,161.52783469999997,8.19,356.7,1,1.0,1.213,1.033
644,3245969,K01101.01,Kepler-768 b,CONFIRMED,1.0,11.39102358,1.67,26.9,2,1.0,0.728,0.836
645,3231341,K01102.01,Kepler-24 c,CONFIRMED,1.0,12.33343853,4.12,4.96,4,1.0,1.24,0.884
646,10468940,K01163.02,Kepler-273 c,CONFIRMED,1.0,8.01500821,2.0,16.02,2,2.0,1.002,0.867
648,10337517,K01165.01,Kepler-783 c,CONFIRMED,1.0,7.053934488,2.36,15.42,2,1.0,0.863,0.8540000000000001
649,10337517,K01165.02,Kepler-783 b,CONFIRMED,1.0,4.29263699,0.68,10.94,2,2.0,0.863,0.8540000000000001
652,8561063,K00961.01,Kepler-42 b,CONFIRMED,1.0,1.213770423,0.78,10.76,3,1.0,0.14800000000000002,0.132
653,8561063,K00961.02,Kepler-42 c,CONFIRMED,0.0,0.453287416,0.76,5.24,3,3.0,0.14800000000000002,0.132
655,8561063,K00961.03,Kepler-42 d,CONFIRMED,1.0,1.865114193,0.66,22.8,3,2.0,0.14800000000000002,0.132
664,7102227,K01360.01,Kepler-290 c,CONFIRMED,1.0,36.7704935,2.83,55.9,3,1.0,0.755,0.84
665,7102227,K01360.02,Kepler-290 b,CONFIRMED,1.0,14.58932429,2.32,35.0,3,2.0,0.755,0.84
667,6960913,K01361.01,Kepler-61 b,CONFIRMED,0.998,59.87802579999999,2.19,98.43,1,1.0,0.599,0.595
669,11122894,K01426.02,Kepler-297 c,CONFIRMED,0.907,74.92768653,6.39,85.5,3,1.0,0.897,0.846
671,11129738,K01427.01,Kepler-844 b,CONFIRMED,0.999,2.613020421,1.5,5.28,2,1.0,0.517,0.516
672,11401182,K01428.01,Kepler-845 b,CONFIRMED,1.0,0.927859786,1.79,3.32,1,1.0,0.6990000000000001,0.799
674,11512246,K00168.03,Kepler-23 b,CONFIRMED,0.996,7.10695741,1.72,10.643,3,3.0,1.518,1.036
677,6690082,K01240.01,Kepler-280 b,CONFIRMED,1.0,2.1395563,1.76,7.51,2,1.0,1.08,0.926
678,6690082,K01240.02,Kepler-280 c,CONFIRMED,1.0,4.807103253999999,2.96,16.07,2,2.0,1.08,0.926
679,6448890,K01241.01,Kepler-56 c,CONFIRMED,1.0,21.4054422,11.64,5.66,2,1.0,4.3610000000000015,1.381
680,6448890,K01241.02,Kepler-56 b,CONFIRMED,0.098,10.5007712,5.68,5.617000000000001,2,2.0,4.3610000000000015,1.381
681,10730034,K01305.01,Kepler-285 b,CONFIRMED,1.0,2.633852528,1.38,9.91,2,1.0,0.878,0.8170000000000001
682,10730034,K01305.02,Kepler-285 c,CONFIRMED,0.978,6.18670882,1.21,16.46,2,2.0,0.878,0.8170000000000001
683,10858691,K01306.01,Kepler-286 b,CONFIRMED,1.0,1.7963209530000002,1.2,7.2879999999999985,4,1.0,0.8290000000000001,0.8
684,10858691,K01306.02,Kepler-286 c,CONFIRMED,0.994,3.4680730000000004,1.29,11.29,4,2.0,0.8290000000000001,0.8
685,10858691,K01306.03,Kepler-286 d,CONFIRMED,0.95,5.9142668,1.31,17.223,4,3.0,0.8290000000000001,0.8
686,8107380,K00162.01,Kepler-476 b,CONFIRMED,1.0,14.00640392,3.11,19.48,1,1.0,1.124,0.969
687,6936909,K01363.01,Kepler-291 b,CONFIRMED,1.0,3.546531809,2.18,9.56,2,1.0,0.986,1.093
688,6936909,K01363.02,Kepler-291 c,CONFIRMED,0.983,5.70070626,2.03,20.53,2,2.0,0.986,1.093
689,6962977,K01364.01,Kepler-292 f,CONFIRMED,1.0,20.8341497,2.26,34.84,5,3.0,0.8079999999999999,0.821
690,6962977,K01364.02,Kepler-292 d,CONFIRMED,1.0,7.0556584,2.13,17.32,5,1.0,0.8079999999999999,0.821
691,11176127,K01430.01,Kepler-298 b,CONFIRMED,1.0,10.47548084,2.11,27.5,3,1.0,0.611,0.662
692,11176127,K01430.02,Kepler-298 c,CONFIRMED,1.0,22.92886314,2.08,54.2,3,3.0,0.611,0.662
693,11176127,K01430.03,Kepler-298 d,CONFIRMED,0.996,77.47409909999998,2.63,101.0,3,2.0,0.611,0.662
695,11014932,K01432.01,Kepler-299 c,CONFIRMED,1.0,6.88595222,2.68,4.86,4,1.0,0.999,0.903
698,8030148,K00155.01,Kepler-474 b,CONFIRMED,1.0,5.660669429,3.24,8.47,1,1.0,1.173,0.927
700,6693640,K01245.01,Kepler-798 b,CONFIRMED,1.0,13.71938426,1.98,19.137,1,1.0,1.105,1.145
701,10858691,K01306.04,Kepler-286 e,CONFIRMED,0.91,29.2214959,1.81,36.6,4,4.0,0.8290000000000001,0.8
702,10973814,K01307.01,Kepler-287 c,CONFIRMED,0.999,44.8520997,3.35,61.2,2,1.0,1.071,0.926
703,10973814,K01307.02,Kepler-287 b,CONFIRMED,1.0,20.34237838,2.88,40.4,2,2.0,1.071,0.926
704,6541920,K00157.05,Kepler-11 g,CONFIRMED,0.997,118.3786735,3.4,97.44,6,4.0,1.046,0.921
705,10586208,K01308.01,Kepler-811 b,CONFIRMED,1.0,23.58444746,3.0,23.75,1,1.0,1.354,0.947
706,6962977,K01364.03,Kepler-292 e,CONFIRMED,1.0,11.97884409,2.11,24.92,5,2.0,0.8079999999999999,0.821
707,6962977,K01364.04,Kepler-292 c,CONFIRMED,0.857,3.71545593,1.46,10.7,5,4.0,0.8079999999999999,0.821
708,6962977,K01364.05,Kepler-292 b,CONFIRMED,1.0,2.58083264,1.31,9.11,5,5.0,0.8079999999999999,0.821
710,6932987,K01366.01,Kepler-293 b,CONFIRMED,1.0,19.25404023,3.04,27.58,2,1.0,0.941,1.038
711,11014932,K01432.02,Kepler-299 d,CONFIRMED,0.997,15.0549356,1.6,23.07,4,2.0,0.999,0.903
712,11014932,K01432.03,Kepler-299 b,CONFIRMED,0.999,2.92721119,1.29,8.902000000000003,4,3.0,0.999,0.903
713,11014932,K01432.04,Kepler-299 e,CONFIRMED,0.998,38.2856338,1.77,45.4,4,4.0,0.999,0.903
714,11288505,K01433.01,Kepler-846 b,CONFIRMED,1.0,19.80787763,2.08,44.76,1,1.0,0.84,0.934
715,11493431,K01434.01,Kepler-847 b,CONFIRMED,0.996,2.343230566,1.18,8.896,1,1.0,0.782,0.7609999999999999
722,10854768,K01309.01,Kepler-812 b,CONFIRMED,1.0,10.1171684,3.07,16.1,1,1.0,1.7919999999999998,1.399
723,10964440,K01310.01,Kepler-813 b,CONFIRMED,1.0,19.12947603,4.23,20.4,2,1.0,1.71,1.084
724,10713616,K01311.01,Kepler-1667 b,CONFIRMED,0.939,83.5781976,6.63,76.4,1,1.0,2.562,1.4680000000000002
725,10963242,K01312.01,Kepler-814 b,CONFIRMED,1.0,6.1469956,2.04,14.33,2,1.0,1.296,1.185
727,6932987,K01366.02,Kepler-293 c,CONFIRMED,1.0,54.15583839999999,3.88,43.5,2,2.0,0.941,1.038
728,8191672,K00018.01,Kepler-5 b,CONFIRMED,0.754,3.548465446,14.92,6.4128,1,1.0,1.746,1.319
729,6851425,K00163.01,Kepler-477 b,CONFIRMED,1.0,11.1199028,2.08,18.37,1,1.0,0.7659999999999999,0.816
730,6934291,K01367.01,Kepler-828 b,CONFIRMED,1.0,0.567856484,1.55,4.126,1,1.0,0.853,0.8059999999999999
733,11037335,K01435.01,Kepler-300 c,CONFIRMED,1.0,40.7150498,2.2,29.0,2,1.0,0.8809999999999999,0.97
734,11037335,K01435.02,Kepler-300 b,CONFIRMED,1.0,10.44635944,2.18,9.73,2,2.0,0.8809999999999999,0.97
735,11389771,K01436.01,Kepler-301 b,CONFIRMED,1.0,2.508553286,1.28,8.587,3,1.0,0.8809999999999999,0.944
736,11389771,K01436.02,Kepler-301 d,CONFIRMED,1.0,13.75129636,1.66,25.96,3,2.0,0.8809999999999999,0.944
739,10925104,K00156.01,Kepler-114 c,CONFIRMED,0.68,8.041347775,1.29,23.07,3,2.0,0.54,0.56
743,10585852,K01314.01,Kepler-815 b,CONFIRMED,0.997,8.57504983,4.26,7.617000000000001,1,1.0,3.464,1.268
747,6541920,K00157.06,Kepler-11 b,CONFIRMED,1.0,10.30401132,1.84,18.939,6,6.0,1.046,0.921
750,6924203,K01370.01,Kepler-829 b,CONFIRMED,0.995,6.8833761,1.69,23.559,1,1.0,0.794,0.8859999999999999
755,11389771,K01436.03,Kepler-301 c,CONFIRMED,0.98,5.41908491,1.38,15.26,3,3.0,0.8809999999999999,0.944
757,11193263,K01438.01,Kepler-848 b,CONFIRMED,1.0,6.91134223,1.9,9.13,1,1.0,1.35,1.039
758,11027624,K01439.01,Kepler-849 b,CONFIRMED,1.0,394.6249514,7.79,123.3,1,1.0,1.727,1.164
759,11032227,K01440.01,Kepler-850 b,CONFIRMED,0.996,7.19304935,1.59,16.37,1,1.0,0.991,1.06
760,8751933,K01257.01,Kepler-420 b,CONFIRMED,0.117,86.64764448,9.4,168.41,1,1.0,1.12,0.963
761,8630788,K01258.01,Kepler-281 c,CONFIRMED,0.997,36.33750453,5.3,25.87,3,1.0,0.884,0.984
762,8630788,K01258.02,Kepler-281 b,CONFIRMED,1.0,14.64613058,2.22,16.85,3,2.0,0.884,0.984
767,4164994,K01320.01,Kepler-816 b,CONFIRMED,1.0,10.50682978,9.01,21.85,1,1.0,0.782,0.872
773,7211469,K01377.01,Kepler-830 b,CONFIRMED,0.999,11.29689442,1.74,14.79,1,1.0,1.176,1.155
